name,id
candle arrangement,0
candle case,2
candle holder,0
candle holder stand,54
candle holer,0
candle jar,32
candle plate,26
candle stand,54
candle stick,0
candle tray,0
candle-stand,54
candles,0
canister,0
canopy bed,17
cans,0
canva,0
canvas,0
canvas painting,0
canvas stand,54
cap,12
car key,0
car seat stroller,0
carboard box,62
card,0
card stack,0
cardboard,0
cardboard box,62
cardboard boxes,0
cardboard pieces,0
cardboard roll,0
cardboard tray,0
cards,0
carpet,0
carrots,0
carry bag,14
carton,0
carton box,62
carved wooden-board,0
case,62
casio,0
casio keyboard,0
casserole,0
cassette player,0
cassette tape,0
cat basket,20
cat house,0
cat tower,0
cat tree,29
cctv monitor,67
cd album,0
cd albums,0
cd case,2
cd holder,0
cd player,0
cd players,0
ceiling,30
ceiling fan,69
ceiling lamp,30
ceiling light,30
ceiling window,58
cell phone,28
cellphone,28
center table,36
centerpiece,0
centre table,36
ceramic bowl,26
ceramic container,2
ceramic jar,32
ceramic jug,0
ceramic stand,54
ceramic tray,0
ceramic vase,7
cereal box,62
chair,50
chaise,46
chaise lounge,46
chalkboard,0
chandelier,19
chandlier,0
changing dresser,48
channel letter,0
charger,0
charging adaptor,0
charging extension,0
chart,0
chart paper,3
chart roll,0
chess baord,0
chess board,0
chessboard,0
chessboard box,62
chest of drawer,0
chest of drawers,0
chesterfield chair,50
child picture,0
children picture,0
chimney,0
chimney box,62
china  cabinetry,0
chips packet,0
chop board,0
chopping board,0
christmas balloon,21
christmas socks,0
christmas star,0
christmas stocking,0
christmas tree,29
christmas wreath ring,0
circuit board,0
clapperboard,0
cleaner,0
cleaning brush,0
cleaning machine,0
cleaning mob,0
clip,0
clip hangers,0
clock,0
clocth,0
clog,0
closet,48
cloth,131
cloth bag,14
cloth basket,20
cloth clip,0
cloth clips,0
cloth drainer,0
cloth dryer rack,1
cloth drying rack,1
cloth drying stand,54
cloth hanger,0
cloth hangers,0
cloth hook,0
cloth piece,0
cloth rack,1
cloth rack stand,54
cloth radiator,0
cloth rag,0
cloth rail,0
cloth stand,54
clothe,0
clothes,0
clothes basket,20
clothes dryer,11
clothes hanger,0
clothes hook,0
clothes rack,1
clothing,131
clothing iron,131
clothing rack,1
clothing unit,131
cloths,0
cloths stand,54
coal,0
coal box container,62
coaster,0
coat,131
coat rack,1
coater,0
coats,0
cocktail shaker,0
coffe machine,0
coffee capsules,11
coffee dispenser,11
coffee grinder,11
coffee machine,11
coffee maker,11
coffee mug,26
coffee pot,44
coffee table,36
coffee urn,11
colander,0
collage,0
collage frame,0
collage picture,0
color pencil,6
comb,0
commode,0
computer,24
computer mouse,24
computer table,36
conatainer,0
conatiner,0
conditioner bottle,0
conduit,0
console,48
console table,36
console unit,48
container,2
container bowl,2
container box,62
container tub,2
containers,0
contianer,0
controller,0
cook pot,44
cook top,0
cooker,10
cookie box,62
cookie container,2
cooking pot,44
cooking range,11
cookpot,10
cooktop,10
cooler,0
coooking pot,44
cord,0
cord cover,0
cordless phone,28
corner table,36
cotton,0
cotton pads,0
couch,46
counter,0
counter top,0
countertop,0
cover,0
coverlet,0
cow figurine,45
cow taxidermy,0
cpu,0
crackers,0
crad,0
cradle,0
crate,2
crates,0
cream,0
crib,0
crockeries,0
crocs,0
cross,0
cross artwork,0
cross figurine,45
cross sign,0
cross trainer,0
crown,0
crown molding,0
cube wall shelf,27
cucumber,0
cue stand,54
cup,61
cup holder,1
cup stand,54
cupboard,47
cups,61
curtain,40
curtain holder,0
curtain rail cover,0
curtain rod,0
curtains,40
curved lamp,19
curved phone holder,15
cushiom,0
cushion,66
cushion seat,50
cushioned seat,50
cushions,0
cutlery,0
cutlery holder,0
cutlery stand,54
cutout sticker,0
cutting board,0
cycle,0
cycling machine,0
cylinder,0
dart,0
dart board,0
dartboard,0
dear head mount,0
decoration,45
decoration piece,45
decorative ball,21
decorative board,0
decorative frame,0
decorative leaf,0
decorative logs,0
decorative mirror,49
decorative piece,0
decorative plate,26
decorative teapot,0
deep fryer,0
deer figurine,45
deer head,0
deer mount,0
dehumidifier,0
deodorant,0
deodorant bottle,0
deodrant,0
desk,65
desk chair,50
desk lamp,19
desktop,0
detergent,0
detergent bottle,0
detergent box,62
detergent powder packet,0
diaper,0
diaper bag,14
diaper box,62
diaper changing station,0
diaper pack,0
diary,0
diffuser,0
digital clock,0
dining table,36
dining tale,36
dish,26
dish cloth,26
dish clothes,26
dish drainer,26
dish drainer rack,1
dish dry rack,1
dish drying rack,1
dish mat,26
dish rack,1
dish sponge,26
dish towel,16
dish-washing liquid,26
dishes,26
dishes pad,0
dishwash dispenser,0
dishwash scrubber,0
dishwasher,11
dishwasher bottle,43
dishwashing gloves,0
dishwashing soap,0
disk valve,0
dispenser,0
dispenser bottle,43
display board,0
display unit,0
disposable bottle,43
dog,0
dog bed,17
dog belt,0
dog bowl,13
dog carrier,0
dog figurine,45
dog food tray,0
dog picture,0
dog water bowl,13
doll,15
doll house,15
doll housee,15
dolphin figurine,45
dome light,19
dooframe,0
door,55
door bell,0
door closer,0
door decorations,0
door farme,0
door frame,0
door handle,0
door hanger,0
door hangings,0
door hook,0
door hooks,0
door knob,0
door lock,0
door mat,0
door sign,0
door stopper,0
door way,0
door_frame,0
doorbell,0
doorframe,0
doorframes,0
doorknob,0
doormat,0
doors,0
doorstop,0
doorway,0
double door,55
double oven,68
double sink,41
double-door,55
dough kneader,0
dough maker,0
dough mixer,0
down light,19
drain,0
drain cover,0
drain hole,0
drain rack,1
drain stopper,0
drainer,0
draining rack,1
drawer,0
drawer box,62
drawer chest,48
drawer organizer,15
drawers,0
drawing,0
dream catcher,0
dresser,48
dressing gown,0
dressing table,36
drill machine,0
dropper,0
dropper bottle,0
drum,0
drum chandelier,19
drum set,0
drum sets,0
dryer,11
drying cloth,131
drying rack,1
drying stand,54
dual door,55
dual-oven range,68
duck figurine,45
duck toy,15
duffel bag,14
duffle bag,14
dumb bell,0
dumbbell,0
dumbbell plated,0
dumbbell rack,1
dumbell,0
dumble,0
dummbell,0
dust bin,35
dust pan,44
dust tray,0
dustbin,0
duster,0
duster pan,44
dustpan,44
duvet,60
dvd player,0
dvds,0
earing stand,54
earthen pot,44
egg,0
egg basket,20
egg box,62
egg cooker,10
egg crate tray,2
egg tray,0
eiffel tower,0
electric air freshener,0
electric board,0
electric brush,0
electric cables,0
electric clock,0
electric cooker,10
electric cooktop,10
electric fuse,0
electric iron,0
electric kettle,44
electric lantern,0
electric meter,0
electric motor,0
electric oulet,0
electric outelt,0
electric outlet,34
electric outlet extension board,34
electric outltet,0
electric plug,34
electric socket,34
electric stove,11
electric switch,34
electric switchboard,34
electric switches,34
electric tiffin,0
electric toothbrush,0
electric wall bell,27
electric wire,34
electrica outlet,34
electrical box,62
electrical charger,0
electrical extension board,0
electrical grass-cutter,0
electrical hair-brush,0
electrical kettle,44
electrical oulet,0
electrical outet,0
electrical outlet,34
electrical outlets,0
electrical plug,34
electrical socket,34
electrical switch,34
electrical unit,0
electricity meter,0
electronic outlet,34
electronic socket,34
elephant toy,15
eletric switch,34
elliptical cross trainer,0
empty frame,0
end table,36
end-table,36
entertainment unit,23
envelope,0
equipment,0
eraser,0
exercise ball,21
exercise bike,0
exercise machine,0
exercise mat,0
exhaust,0
exhaust duct,0
exhaust fan,69
exhaust hood,0
exhaust unit,0
exit signage,0
extension,0
extension board,0
extension box,62
extension cord,0
extension outlet,34
extension socket,34
extractor fan,69
extractor hood,0
fabric,0
face mask,0
facial brush,0
fairy light,19
fairy lights,0
fame collage,0
fan,69
fan light window,58
fan spotlights,19
fanlight window,58
fanny pack,0
faucet,0
faucet lever,0
faucet tap,0
feeding chair,50
felt banner,0
female figurine,45
figure,0
figurine,45
figurines,45
file,3
file folder,15
file holder,15
file organizer,15
file organizers,15
files,3
fire alaram,0
fire alarm,0
fire extinguisher,0
fire pit,0
fire tool holder,0
fire tools,0
firebox,0
fireplace,0
fireplace box,62
fireplace burner,0
fireplace cover,0
fireplace gloves,0
fireplace hearth,0
fireplace mantel,0
fireplace mantel piece,0
fireplace mantle,0
fireplace screen,67
fireplace stove,11
fireplace surround,0
fireplace tool,0
fireplace tool kit,0
fireplace tool stand,54
fireplace tools,0
fireplace wall,27
fish figurine,45
flag,0
flask,0
flip flop,0
flip flops,0
floo,51
floor,51
floor cleaner,15
floor drain,0
floor fan,69
floor lamp,0
floor mat,0
floor seat,50
floor shelf,39
floor washer,0
floral arrangement,29
florescent light,19
flower,29
flower arrangement,29
flower bouquet,29
flower decoration,45
flower hanging,0
flower plant,29
flower poit,44
flower pot,44
flower pots,44
flower tray,29
flower vase,7
flower wreath,29
flowerpot,44
flowers,29
flowervase,7
fluorescent light,19
flush,0
flush button,0
flush light,19
flush mount ceiling light,30
flush plate,26
flush tank,0
flush toilet,9
flush unit,0
flush valve,0
fly swatter,0
fm radio,0
foam,0
foam roller,0
focus light,19
foil paper box,62
foilpaper,0
foldable chair,50
foldable stand,54
foldable table,36
folded stool,25
folded towel,16
folder,15
folder case,2
folders,0
folding chair,50
folding curtain,40
folding ladder,0
folding table,36
food bowl,26
food bucket,0
foosball table,36
foot board,0
foot light,19
foot scrubber,0
foot stone,0
foot-leg strokes,0
football,21
football net,0
footrest,0
footstool,25
footwear,18
fork,0
four-tier shelf,39
frame,0
frame artwork,0
frame picture,0
framed artwork,0
framed artworks,0
framed artwrok,0
framed board,0
framed net,0
framed painting,0
framed paitning,0
framed photo,0
framed photograph,0
framed picture,0
framed pictures,0
framed picure,0
framed portrait,0
framed wall art,27
frames,0
freezer,0
french door,55
french press,0
fride magnet,0
fridge,70
fridge door,0
fridge magnet,0
fridge magnets,0
fridge sticker,0
fridge stickers,0
frige magnet,0
frog toy,15
frosted lights,0
fruit,0
fruit basket,20
fruit bowl,26
fruit plate,26
fruit stand,54
fruit tray,0
fruits,0
fruits plate stand,54
frutis,0
frying pan,44
fuel can,0
furniture,0
fuse,0
gallon bottle,0
game box,62
game console,48
game controller,0
gaming controller,0
gaming machine,0
garbage bin,35
garland,0
garlic,0
gas heater,11
gas meter,0
gas stove,11
gel,0
geyser,0
gift,0
gift bag,14
gift box,62
giraffe soft toy,15
glass,0
glass bottle,0
glass bowl,26
glass candle,0
glass case,2
glass channel,0
glass cup,61
glass cupboard,47
glass cups,61
glass door,55
glass enclosure,0
glass frame,0
glass jar,32
glass panel,44
glass partition,0
glass partition frame,0
glass rack,1
glass shelf,39
glass tumbler,0
glass wall,27
glassdoor,0
glassdoor frame,0
glasses,0
globe,0
globe model,0
glove,0
glove towel,16
gloves,0
glue gun,0
glue stick,0
goggles,0
gps system,0
grandfather clock,0
grater,0
green plant,29
greeting card,0
grid frame,0
grid panel,44
grill,0
grille,0
griller,0
grills,0
grinder,0
guitar,0
guitar bag,14
guitar case,2
gum boots,0
gym ball,21
hair band,0
hair bands,0
hair brush,0
hair curler,0
hair dryer,11
hair straightener,0
hair tie,0
hairband,0
hairbrush,0
hairdryer,0
hammer,0
hand glove,0
hand grip,0
hand gripper,0
hand mirror,49
hand rail,0
hand roller,0
hand shower,42
hand shower set,42
hand soap,0
hand towel,16
hand towels,0
hand wash,0
hand wash bottle,0
hand wash dispenser,0
handbag,0
handheld bidet,42
handkerchief,0
handle,0
handrail,0
handrail pillar,44
handwash bottle,0
handwash dispenser,0
hanger,0
hanger hook,0
hanger rod,0
hangers,0
hanging plant shelf,39
hard hat,0
hat,0
hats,0
head guard,0
headboard,0
headphone,0
headphones,0
hearth,0
heater,11
heel,0
heels,0
helmet,0
high bar stool,50
high chair,50
high table,36
highchair,50
holder,0
holy cross,0
hood,0
hook,0
hook hanger,0
hook panel,44
hook rack,1
hook rail,0
hook rod,0
hooks,0
horn,0
horse figurine,45
horse sculpture,45
hourglass,0
house artifact,0
hula hoop,0
hula-hoop,0
human face figurine,45
human figurine,45
hutch,0
ice bucket,0
ice cream,0
ice tray,0
id-card,0
incense holder,0
incense stick,0
incense stick holder,0
incense sticks,0
incense-stick holder,0
inch tape,0
indoor plant,29
induction,0
instrument box,62
intercom,0
inverter,0
iron,0
iron board,0
iron machine,0
iron press,0
iron table,36
ironing board,0
jacket,131
jackets,0
jar,32
jar candle,32
jars,0
jeans,131
jenga,0
jersey,0
jersy,0
jet,0
jet spray,0
jet spray pipe,5
jewellery,0
jewellery box,62
jewelry box,62
jewelry stand,54
jewlery box,62
joystick,0
jug,0
jugs,0
juice box,62
juicer,0
juicer machine,0
junction box,62
kerosene lamp,19
ketchup bottle,0
kettle,44
kettle bell,44
kettlebell,44
key,0
key chain,0
key hanger,0
key holder,0
key hook,0
key-chain,0
keyboard,0
keyboard stand,54
keys,0
kitchen  towel,16
kitchen appliance,0
kitchen bar,0
kitchen cabinet,47
kitchen cloth,131
kitchen counter,0
kitchen countertop,0
kitchen cutlery,0
kitchen hood,0
kitchen island,0
kitchen mat,0
kitchen pantry,47
kitchen paper roll,3
kitchen rack,1
kitchen roll,0
kitchen roll holder,0
kitchen sink,41
kitchen tong,0
kitchen towel,16
kitchen towel holder,16
kitchen utensil,0
kitchen wipe,0
kite,0
kiwi,0
knhife,0
knife,0
knife block,0
knife holder,0
knife rack,1
knife set,0
knife stand,54
knives,0
knob,0
knob hanger,0
ladder,0
ladle,0
lamp,19
lamp frame,19
lamp stand,19
lamps,0
lan plate,26
landline,0
landline phone,28
lantern,0
laptop,24
laptop battery,24
laptop charger,24
laptop screen,67
laptop stand,54
latern,0
laundry bag,14
laundry basket,20
laundry box,62
laundry bucket,0
laundry drying rack,1
laundry rack,1
leaf bowl,26
leaf decoration,45
led panel light,19
ledge,0
leg extension,0
lego,0
lemon,0
lemons,0
lens case,2
letter art,59
letter artwork,0
letter board,0
letter ornament,45
letter ornamental,45
letter ornaments,45
lever,0
lid,0
light,19
light bulb,19
light fixture,19
light fixtures,19
light switch,34
lightbulb,0
lime,0
lintel,0
lipstick,0
liquid dishwasher,11
liquid dispenser,0
liquid soap bottle,0
liquid soap container,2
liquid soap dispenser,0
litter box,62
lobster,0
loft bed,17
log,0
log box,62
log holder,0
logs,0
loofa,0
loofah,0
lotion bottle,0
lounger,0
loveseat,46
low chair,50
lower cabinet,48
luggage,14
luggage bag,14
lyrics stand,54
magazine,3
magazine holder,3
magazine rack,1
magazine stand,54
magazines,0
magnet,0
magnets,0
makeup bag,14
makeup brush,0
mannequin,0
mantel,0
mantel piece,0
mantelpiece,0
mantle,0
mantlepiece,0
map,0
marble step,0
marker,6
marker pen,6
marker pens,6
masher,0
mask,0
mat,0
matchbox,0
matchboxs,0
matchsticks,0
matress,0
mats,0
mattress,0
mcb box,62
medal,0
medal ribbon,0
medals,0
media console,48
media console table,36
media player,0
medicine,0
medicine cabinet,48
medicines,0
mesh strainer,0
metal artwork,0
metal ball,21
metal inlay,0
metal jar,32
metal rack,1
metal rail,0
metal stand,54
metal tray,0
metallic fireplace,0
metallic fittings,0
metallic rack,1
microwave,68
milk bottle,0
mini candle,0
mini fridge,70
mini refrigerator,70
miniature circuit breaker,0
miniature drawer,0
minion,0
mircrowave,0
mirror,49
mirror cabinet,49
mirror frame,49
mirror shelf,49
mirror stand,49
mirrored cabinet,48
mit,0
mitt,0
mitten,0
mittens,0
mixer,0
mixer grinder,0
mixer jar,32
mixer tap,0
mobile,28
mobile phone,28
mobile stand,54
mobile-phone case,2
mocktail glass,0
model,0
moderm,0
modern chandelier,19
moka pot,44
molding,0
moluding,0
monitor,67
monitor screen,67
mop,0
mop bucket,0
mortar,0
mortar and pestle,0
mortar pestle,0
mosquito repellent,0
motion detector,0
motion sensor,0
moulding,0
mouse,0
mouse pad,0
mousepad,0
movies,0
muffin box,62
mug,26
mug handle,26
mug holder,26
mugs,0
multi plug outlet,34
multiple socket,34
music player,0
music sheet,60
nail,0
nail polish,0
nail-polish,0
napkin,0
napkin holder,0
neck piece,0
nesting doll,15
newspaper,0
newspapers,0
nighstand,0
nighsttand,0
night stand,54
nightstand,4
notebook,3
notebooks,0
notestand,0
notice board,0
object,0
office chair,50
oil container,2
oil dispenser,0
open shelf,39
open shelves,0
orange,0
oranges,0
organiser,0
organizer,15
organizer box,62
organizer rack,1
organizers,0
ornamental bowl,45
ottoman,25
outlet,34
outlets,0
oven,68
oven cloth,12
oven glove,12
oven gloves,12
oven mist,12
oven mit,12
oven mitt,12
oven mitten,12
oven mitts,12
oven range,68
oven unit,68
pack,0
pack of diapers,0
packet,0
packs,0
page,0
painitng,0
paint bucket,0
painting,0
pamphlet,0
pan,44
pan cover,44
panel light,19
panel lights,44
pans,44
pantry,47
pantry cabinet,47
pantry door,55
pants,131
paper,3
paper artwork,0
paper bag,14
paper board,3
paper envelops,3
paper frame,0
paper holder,3
paper lamp,19
paper lantern lamp,19
paper magnet,3
paper roll,3
paper roll holder,3
paper rolls,3
paper sheet,60
paper sheets,3
paper slip,3
paper towel,16
paper towel roll,16
paper towels,3
paper weight,3
paper wrap,3
paper-roll holder,3
papers,0
paperwork,0
parcel bag,14
partition,0
party hat,0
pastry box,62
peacock feathers,0
pear,0
pedant light,19
pedestal,0
pedestal fan,69
peeler,0
pelmet,0
pen,6
pen holder,6
pen set,6
pen stand,54
pencil,6
pendant lamp,8
pendant light,8
pendant light fixture,8
pendant lights,8
pendant liht,8
pendent light,19
pennant banner,0
pens,0
pepper grinder,0
pepper shaker,0
perfume,0
perfume bottle,0
personal care product,0
personal items,0
pestle,0
pet bed,17
pet bowl,26
pet bowls feeder,0
pet cage,0
pet gate,0
pet house,0
pet playpen,0
pet seat,50
pet tray,0
petbed,0
pets bed,17
phone,28
phones,28
phot frame,0
photo,0
photo album,0
photo frame,0
photo framed,0
photo frames,0
photo framne,0
photo frane,0
photo-frame,0
photocopier,0
photograph,0
photographs,0
phpotograph,0
piano,0
piano stand,54
picture,0
picture collage,0
picture frame,0
pig face decoration,45
pig figurine,45
pile of books,0
pile of clothing,131
pillar,44
pillow,31
pillows,0
pin,0
pin board,0
pin-board,0
pine cone,0
pine tree,29
pineapple,0
pipe,5
pipes,5
pitcher,0
place mat,0
place-mat,0
placemat,0
placemats,0
placement,0
plank,0
plant,29
plant decor,29
plant pot,29
plant stand,54
plant vase,7
planter,0
planter pot,44
planter tray,0
plantlet,0
plaque,0
plastic bag,14
plastic bottle,0
plastic container,2
plastic container box,62
plastic sheet,60
plastic tube,0
plate,26
plate artowrk,26
plate artwork,0
plate holder,26
plates,0
play mat,0
play station,0
play tent,0
playstation,0
plug,34
plugs,0
plunger,0
plunger caddy,0
plush toy,15
plush toys,15
polaroid,0
polaroid camera,0
polaroids,0
poly bag,14
poly-bag,14
polybag,0
polybags,0
polytene bag,14
polythene,0
polythene bag,14
pool cue stick,0
pool table,36
portable radio,0
portrait,0
post it,0
postcard,0
poster,0
posters,0
pot,44
pot holder,44
pot rack,1
pot stand,54
potatoes,44
pots,44
potted cactus,44
potted plabt,44
potted plant,29
potted plants,29
potty training pot,44
pouch,0
pouch bag,14
pouring vase,7
powe cord,0
power adapter,0
power bank,0
power bank charger,0
power cord,0
power extension,0
power outlet,34
power plug,34
power plugs,0
power strip,0
power switch,34
poybag,0
pram,0
press,0
print,0
printer,0
product tube,0
projector,0
projector orb,0
pump,0
pump bottle,0
pumping bottle,0
pumpkin,0
punching machine,0
purse,0
puzzle,0
puzzle pieces,0
qr-code board,0
quilt,60
quote board,0
rabbit fingurine,0
rabbit sculpture,45
rack,1
racket case,2
rackets,0
radaitor,0
radiator,0
radiator stand,54
radiator valve,0
radio,0
radio box,62
radio player,0
raditaor,0
raditor,0
rag,0
rail,0
railing,0
railing pillar,44
range,11
range cooker,10
range hood,11
rangehood,0
rangeoven,0
rattle,0
razor,0
reccesed light,19
reccesssed light,19
receesed light,19
recess light,19
recessed light,19
recessed light`,19
recessed lights,19
recessed lilght,19
recessred light,19
record player,0
records,0
recssed light,19
reed diffuser,0
reel,0
refigerator,0
refrigerator,70
refrigerator door,0
refrigerator handle,0
refrigerator magnet,0
refrigrator,0
regrigerator,0
regulator,0
reindeer,0
remote,0
remote contol,0
remote control,0
remote controller,0
rice cooker,10
rice maker,0
rifle,0
ring light,19
robe,131
robot,0
robotic vacuum cleaner,11
rocking chair,50
rocking elephant toy,15
rod,0
roll holder,0
roll of sheets,0
roll-on,0
roll-on bottle,0
roller,0
roller blind,40
roller blind rod,0
roller blinds,40
rolling bag,14
rolling board,0
rolling chair,50
rolling pin,0
roof hanger,0
room divider,0
room heater,11
roomba,11
ropa,0
rope,0
rose,0
round hair brush,0
router,0
rubber band,0
rubber mat,0
rug,0
sack,0
sacks,0
safe,0
safety door,55
safety gate,0
salt and pepper,0
salt cellar,0
salt jar,32
salt shaker,0
salt sprinkler,0
salt-pepper shaker,0
sandal,18
sandals,0
sandwich maker,0
santa clause cart,0
sauce pan,44
sauce pot,44
saucepan,44
saucer,13
scale,0
scalp massager,0
scented stick,0
scented sticks,0
scissor,0
scissors,0
sconce,19
scooter,0
screen,67
screwdriver,0
scrub,0
scrubber,0
scrunchie,0
scuba fins,0
scuff slippers,0
sculpture,45
seahorse wall art,27
seashell,0
seat,50
seat cushion,66
seat cushions,66
sectional sofa,46
sensor,0
serving spoon,0
set of glass,0
set top box,62
set up box,62
set-top box,62
set-up box,62
setup box,62
sewing machine,0
shade,0
shaker,0
shampoo bottle,0
shaving brush,0
shawl,0
sheer curtain,40
sheet,60
sheet of paper,60
sheets,0
sheets of paper,3
shelf,39
shelf compartments,39
shelf unit,39
shell,0
shelves,0
shelving unit,0
ship,0
shirt,0
shoe,18
shoe bag,14
shoe box,62
shoe rack,1
shoes,18
shopping bag,14
shoulder bag,14
shovel,0
shower,57
shower area,0
shower controller,0
shower curtain rod,0
shower divider,0
shower door,55
shower drainer,0
shower enclosure,0
shower fixture,0
shower gel,0
shower gel bottle,0
shower gel tubes,0
shower handle,0
shower head,0
shower holder,0
shower hose,0
shower jet,0
shower pane,0
shower panel,0
shower partition,0
shower screen,0
shower stand,54
shower system,0
shower tray,0
shower tray edge,0
shower tube,0
shower unit,0
shower valve,0
shower window,58
shower-control knobs,0
shower-glass partition,0
showerhead,0
showering hook,0
showering unit,0
showpiece,0
shutter,40
shutter blind,40
shutter blinds,40
shutter box,62
shutter slat,40
shutter window,58
shutters,0
side lite,0
side panel of bathtub,42
side table,36
side-table,36
sideboard,48
sidelight,0
sidelight window,58
sidelite,0
sidetable,36
sieve,0
sign,0
sign board,0
sign poster,0
signage,0
signboard,0
singing bowl,26
single bed,17
single wall shelf,27
sink,41
sink brush,41
sink faucet,41
sink pipe,5
sink strainer,41
sipper bottle,0
sitting bench,25
six panel door,55
skincare tube,0
skull,0
skylight,0
skylight window,58
slab,0
sleeping bag,14
slider,0
sliders,0
sliding door,55
sling bag,14
slipper,18
slippers,0
slotted ladle,0
slow cooker,10
smart assistant,0
smart gas meter,0
smart speaker,52
smart tv box,62
smartphone,28
smartphone cover,28
smasher,0
smoke alarm,0
smoke detector,0
smoke extractor,0
sneakers,0
snooker ball,21
snooker cue,0
snooker table,36
snow globe,0
snowman model,0
soap,0
soap bar,0
soap bottle,0
soap bottole,0
soap case,2
soap dish,26
soap dispender,0
soap dispenser,0
soap dispenser bottle,0
soap holder,0
soap saver,0
soap stand,54
soap tray,0
sock,0
socket,34
socket space,34
socks,0
sofa,46
sofa backrest,46
sofa cover,46
sofa throw,46
soft toy,15
soft toys,15
soft tpy,0
sop dispenser,0
sound bar,0
soundbar,52
spatula,0
spatula holder,0
spatula stand,54
speaker,52
speakers,0
specs,0
spectacle,0
spectacle case,2
spectacles,0
speed controller,0
speedometer,0
spice container,2
spice holder,0
spice jar,32
spice jars,0
spice rack,1
spice shaker,0
spin mop,0
sponge,0
sponge holder,0
sponge sheet,60
spoon,0
spoon holder,0
spoons,0
spot light,19
spot lights,0
spotlight,0
spotlight fixture,0
spotlights,0
spray bottle,0
spring collars,0
sprinkler,0
squeeze tube,0
